PERFECT VAULT SOLUTION (full mode)
Unordered trait combos in plane: 9434
Total physical copies: 2890
Preferred 3x3 copies: 1620
Gap-fill 1x1 copies: 1270
Distinct weapon models: 558
Unsolved: 0

Each entry is one physical vault gun.
Preferred: roll the listed perks in trait column 2 and column 3 (up to 3 each = 3x3).
Gap-fill: roll exactly that one combo (1x1).
Combinations are unordered: A+B is the same as B+A globally.

========================================================================
SUMMARY BY WEAPON (copies needed)
========================================================================
x 24  [fallback ]  The Enigma  (24 combos covered)
x 23  [fallback ]  Heritage  (23 combos covered)
x 23  [fallback ]  Succession  (23 combos covered)
x 23  [fallback ]  Tyranny of Heaven  (23 combos covered)
x 22  [fallback ]  Commemoration  (22 combos covered)
x 22  [fallback ]  Posterity  (22 combos covered)
x 21  [fallback ]  Techeun Force  (21 combos covered)
x 20  [fallback ]  Accrued Redemption  (20 combos covered)
x 20  [fallback ]  Prophet of Doom  (20 combos covered)
x 19  [fallback ]  Neoptolemus II  (19 combos covered)
x 19  [fallback ]  Transfiguration  (19 combos covered)
x 18  [fallback ]  Chattering Bone  (18 combos covered)
x 18  [fallback ]  Nation of Beasts  (18 combos covered)
x 18  [fallback ]  The Supremacy  (18 combos covered)
x 17  [fallback ]  Come to Pass  (17 combos covered)
x 16  [preferred]  Strident Whistle  (52 combos covered)
x 16  [fallback ]  Adverse Possession IX  (16 combos covered)
x 16  [fallback ]  Apex Predator  (16 combos covered)
x 16  [fallback ]  Omniscient Eye  (16 combos covered)
x 16  [fallback ]  Pro Memoria  (16 combos covered)
x 16  [fallback ]  Trustee  (16 combos covered)
x 16  [fallback ]  Zealot's Reward  (16 combos covered)
x 15  [preferred]  Blowout  (48 combos covered)
x 15  [fallback ]  Age-Old Bond  (15 combos covered)
x 15  [fallback ]  Reckless Oracle  (15 combos covered)
x 13  [preferred]  Retrofuturist  (49 combos covered)
x 13  [preferred]  Joxer's Longsword  (42 combos covered)
x 13  [preferred]  Breakneck  (40 combos covered)
x 13  [fallback ]  Bequest  (13 combos covered)
x 13  [fallback ]  Controlling Vision  (13 combos covered)
x 13  [fallback ]  Crux Termination IV  (13 combos covered)
x 13  [fallback ]  Suspectum-4fr  (13 combos covered)
x 12  [preferred]  Midha's Reckoning (Harrowed)  (35 combos covered)
x 12  [fallback ]  Ancient Gospel  (12 combos covered)
x 12  [fallback ]  Arsenic Bite-4b  (12 combos covered)
x 11  [preferred]  Non-Denouement (Adept)  (34 combos covered)
x 11  [fallback ]  Fel Taradiddle  (11 combos covered)
x 11  [fallback ]  Likely Suspect  (11 combos covered)
x 10  [preferred]  Lubrae's Ruin (Adept)  (47 combos covered)
x 10  [preferred]  Corrective Measure (Timelost)  (41 combos covered)
x 10  [preferred]  Laser Painter  (39 combos covered)
x 10  [preferred]  Critical Anomaly (Adept)  (38 combos covered)
x 10  [preferred]  Wicked Sister  (34 combos covered)
x 10  [fallback ]  Combined Action  (10 combos covered)
x 10  [fallback ]  Cruoris FR4  (10 combos covered)
x 10  [fallback ]  Father's Sins  (10 combos covered)
x 10  [fallback ]  Forensic Nightmare  (10 combos covered)
x 10  [fallback ]  Ignition Code  (10 combos covered)
x 10  [fallback ]  Judgment of Kelgorath  (10 combos covered)
x 10  [fallback ]  Lethophobia  (10 combos covered)
x 10  [fallback ]  Nezarec's Whisper  (10 combos covered)
x 10  [fallback ]  Sacred Provenance  (10 combos covered)
x 10  [fallback ]  Scalar Potential  (10 combos covered)
x 10  [fallback ]  Scatter Signal  (10 combos covered)
x 10  [fallback ]  Swarm of the Raven  (10 combos covered)
x 10  [fallback ]  The Eremite  (10 combos covered)
#2665  [fallback/1x1]  Nezarec's Whisper
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Unstoppable Force
       Combos covered by this copy: 1

#2666  [fallback/1x1]  Judgment of Kelgorath
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Close to Melee
       Combos covered by this copy: 1

#2667  [fallback/1x1]  Forensic Nightmare
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Sword Logic
       Combos covered by this copy: 1

#2668  [fallback/1x1]  Father's Sins
       Perk 1 (col2): Lead from Gold
       Perk 2 (col3): Withering Gaze
       Combos covered by this copy: 1

#2669  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Meganeura
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2670  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Auto-Loading Holster
       Perk 2 (col3): Dimensional Shift
       Combos covered by this copy: 1

#2671  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Explosive Head
       Perk 2 (col3): One for All
       Combos covered by this copy: 1

#2672  [fallback/1x1]  Trustee
       Perk 1 (col2): Outlaw
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2673  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Adhesive Ordnance
       Perk 2 (col3): Opening Shot
       Combos covered by this copy: 1

#2674  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Genesis
       Perk 2 (col3): Fourth Time's the Charm
       Combos covered by this copy: 1

#2675  [fallback/1x1]  The Enigma
       Perk 1 (col2): Replenishing Aegis
       Perk 2 (col3): Thresh
       Combos covered by this copy: 1

#2676  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2677  [fallback/1x1]  Suspectum-4fr
       Perk 1 (col2): Backup Plan
       Perk 2 (col3): Chill Clip
       Combos covered by this copy: 1

#2678  [fallback/1x1]  Succession
       Perk 1 (col2): Shot Swap
       Perk 2 (col3): Elemental Honing
       Combos covered by this copy: 1

#2679  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Keep Away
       Perk 2 (col3): Dynamic Sway Reduction
       Combos covered by this copy: 1

#2680  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Light Touch
       Perk 2 (col3): Cascade Point
       Combos covered by this copy: 1

#2681  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2682  [fallback/1x1]  Posterity
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Gutshot Straight
       Combos covered by this copy: 1

#2683  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Box Breathing
       Combos covered by this copy: 1

#2684  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Slickdraw
       Perk 2 (col3): Lone Wolf
       Combos covered by this copy: 1

#2685  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Gear Shift
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2686  [fallback/1x1]  Heritage
       Perk 1 (col2): Outlaw
       Perk 2 (col3): Killing Wind
       Combos covered by this copy: 1

#2687  [fallback/1x1]  Crux Termination IV
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Demolitionist
       Combos covered by this copy: 1

#2688  [fallback/1x1]  Controlling Vision
       Perk 1 (col2): Air Assault
       Perk 2 (col3): High Ground
       Combos covered by this copy: 1

#2689  [fallback/1x1]  Commemoration
       Perk 1 (col2): Fourth Time's the Charm
       Perk 2 (col3): Repulsor Brace
       Combos covered by this copy: 1

#2690  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Dragonfly
       Combos covered by this copy: 1

#2691  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Ancillary Ordinance
       Perk 2 (col3): Kinetic Tremors
       Combos covered by this copy: 1

#2692  [fallback/1x1]  Bequest
       Perk 1 (col2): Jolting Feedback
       Perk 2 (col3): En Garde
       Combos covered by this copy: 1

#2693  [fallback/1x1]  Arsenic Bite-4b
       Perk 1 (col2): Archer's Tempo
       Perk 2 (col3): Archer's Tempo
       Combos covered by this copy: 1

#2694  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Cluster Bomb
       Perk 2 (col3): Surrounded
       Combos covered by this copy: 1

#2695  [fallback/1x1]  Ancient Gospel
       Perk 1 (col2): Air Trigger
       Perk 2 (col3): Demoralize
       Combos covered by this copy: 1

#2696  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Heating Up
       Combos covered by this copy: 1

#2697  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Impulse Amplifier
       Perk 2 (col3): Lone Wolf
       Combos covered by this copy: 1

#2698  [fallback/1x1]  Likely Suspect
       Perk 1 (col2): Dimensional Shift
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2699  [fallback/1x1]  Fel Taradiddle
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Adhesive Ordnance
       Combos covered by this copy: 1

#2700  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Meganeura
       Perk 2 (col3): Empty Traits Socket
       Combos covered by this copy: 1

#2701  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Attrition Orbs
       Perk 2 (col3): Reservoir Burst
       Combos covered by this copy: 1

#2702  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Explosive Head
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2703  [fallback/1x1]  Trustee
       Perk 1 (col2): Keep Away
       Perk 2 (col3): Sympathetic Arsenal
       Combos covered by this copy: 1

#2704  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Adhesive Ordnance
       Perk 2 (col3): Kinetic Tremors
       Combos covered by this copy: 1

#2705  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Genesis
       Perk 2 (col3): Closing Time
       Combos covered by this copy: 1

#2706  [fallback/1x1]  The Enigma
       Perk 1 (col2): Replenishing Aegis
       Perk 2 (col3): Rampage
       Combos covered by this copy: 1

#2707  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Kill Clip
       Perk 2 (col3): Aggregate Charge
       Combos covered by this copy: 1

#2708  [fallback/1x1]  Suspectum-4fr
       Perk 1 (col2): Backup Plan
       Perk 2 (col3): Box Breathing
       Combos covered by this copy: 1

#2709  [fallback/1x1]  Succession
       Perk 1 (col2): Shot Swap
       Perk 2 (col3): Box Breathing
       Combos covered by this copy: 1

#2710  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Empty Traits Socket
       Perk 2 (col3): Paracausal Affinity
       Combos covered by this copy: 1

#2711  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Light Touch
       Perk 2 (col3): Barrel Constrictor
       Combos covered by this copy: 1

#2712  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Hatchling
       Perk 2 (col3): Mega Kill Clip
       Combos covered by this copy: 1

#2713  [fallback/1x1]  Posterity
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Frenzy
       Combos covered by this copy: 1

#2714  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Light Touch
       Perk 2 (col3): Precision Instrument
       Combos covered by this copy: 1

#2715  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Rangefinder
       Perk 2 (col3): Sneak Bow
       Combos covered by this copy: 1

#2716  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2717  [fallback/1x1]  Heritage
       Perk 1 (col2): Outlaw
       Perk 2 (col3): Cascade Point
       Combos covered by this copy: 1

#2718  [fallback/1x1]  Crux Termination IV
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Bipod
       Combos covered by this copy: 1

#2719  [fallback/1x1]  Commemoration
       Perk 1 (col2): Dynamic Sway Reduction
       Perk 2 (col3): Under Pressure
       Combos covered by this copy: 1

#2720  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Adaptive Munitions
       Combos covered by this copy: 1

#2721  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Ancillary Ordinance
       Perk 2 (col3): High-Impact Reserves
       Combos covered by this copy: 1

#2722  [fallback/1x1]  Bequest
       Perk 1 (col2): Jolting Feedback
       Perk 2 (col3): Chain Reaction
       Combos covered by this copy: 1

#2723  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Cluster Bomb
       Perk 2 (col3): Collective Demolition
       Combos covered by this copy: 1

#2724  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Discord
       Perk 2 (col3): Wellspring
       Combos covered by this copy: 1

#2725  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Impulse Amplifier
       Perk 2 (col3): Kinetic Tremors
       Combos covered by this copy: 1

#2726  [fallback/1x1]  Controlling Vision
       Perk 1 (col2): Surplus
       Perk 2 (col3): Under Pressure
       Combos covered by this copy: 1

#2727  [fallback/1x1]  Arsenic Bite-4b
       Perk 1 (col2): Snapshot Sights
       Perk 2 (col3): Archer's Tempo
       Combos covered by this copy: 1

#2728  [fallback/1x1]  Ancient Gospel
       Perk 1 (col2): Rampage
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#2729  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Meganeura
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2730  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Attrition Orbs
       Perk 2 (col3): Kickstart
       Combos covered by this copy: 1

#2731  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Explosive Head
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2732  [fallback/1x1]  Trustee
       Perk 1 (col2): Heal Clip
       Perk 2 (col3): Wellspring
       Combos covered by this copy: 1

#2733  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Adhesive Ordnance
       Perk 2 (col3): Kill Clip
       Combos covered by this copy: 1

#2734  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Genesis
       Perk 2 (col3): Bewildering Burst
       Combos covered by this copy: 1

#2735  [fallback/1x1]  The Enigma
       Perk 1 (col2): Replenishing Aegis
       Perk 2 (col3): Proximity Power
       Combos covered by this copy: 1

#2736  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Envious Assassin
       Perk 2 (col3): Rangefinder
       Combos covered by this copy: 1

#2737  [fallback/1x1]  Succession
       Perk 1 (col2): Reconstruction
       Perk 2 (col3): Osmosis
       Combos covered by this copy: 1

#2738  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Dimensional Shift
       Perk 2 (col3): Paracausal Affinity
       Combos covered by this copy: 1

#2739  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Envious Arsenal
       Perk 2 (col3): Trench Barrel
       Combos covered by this copy: 1

#2740  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Hatchling
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2741  [fallback/1x1]  Posterity
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Focused Fury
       Combos covered by this copy: 1

#2742  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Envious Arsenal
       Perk 2 (col3): Incandescent
       Combos covered by this copy: 1

#2743  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Pugilist
       Perk 2 (col3): Sneak Bow
       Combos covered by this copy: 1

#2744  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Dragonfly
       Perk 2 (col3): Jolting Feedback
       Combos covered by this copy: 1

#2745  [fallback/1x1]  Heritage
       Perk 1 (col2): Outlaw
       Perk 2 (col3): Aggregate Charge
       Combos covered by this copy: 1

#2746  [fallback/1x1]  Crux Termination IV
       Perk 1 (col2): Clown Cartridge
       Perk 2 (col3): Surrounded
       Combos covered by this copy: 1

#2747  [fallback/1x1]  Commemoration
       Perk 1 (col2): Dynamic Sway Reduction
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2748  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Genesis
       Perk 2 (col3): Jolting Feedback
       Combos covered by this copy: 1

#2749  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Ancillary Ordinance
       Perk 2 (col3): Headseeker
       Combos covered by this copy: 1

#2750  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Chain Reaction
       Perk 2 (col3): Explosive Light
       Combos covered by this copy: 1

#2751  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Discord
       Perk 2 (col3): Sympathetic Arsenal
       Combos covered by this copy: 1

#2752  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Attrition Orbs
       Perk 2 (col3): Explosive Head
       Combos covered by this copy: 1

#2753  [fallback/1x1]  Suspectum-4fr
       Perk 1 (col2): Ensemble
       Perk 2 (col3): Precision Instrument
       Combos covered by this copy: 1

#2754  [fallback/1x1]  Controlling Vision
       Perk 1 (col2): Slideways
       Perk 2 (col3): Osmosis
       Combos covered by this copy: 1

#2755  [fallback/1x1]  Bequest
       Perk 1 (col2): Killing Wind
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2756  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Dragonfly
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2757  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Ambitious Assassin
       Perk 2 (col3): Withering Gaze
       Combos covered by this copy: 1

#2758  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Explosive Head
       Perk 2 (col3): Frenzy
       Combos covered by this copy: 1

#2759  [fallback/1x1]  Trustee
       Perk 1 (col2): Heal Clip
       Perk 2 (col3): Sympathetic Arsenal
       Combos covered by this copy: 1

#2760  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Adhesive Ordnance
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#2761  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Discord
       Perk 2 (col3): Fourth Time's the Charm
       Combos covered by this copy: 1

#2762  [fallback/1x1]  The Enigma
       Perk 1 (col2): Replenishing Aegis
       Perk 2 (col3): Kill Clip
       Combos covered by this copy: 1

#2763  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Envious Assassin
       Perk 2 (col3): Backup Plan
       Combos covered by this copy: 1

#2764  [fallback/1x1]  Succession
       Perk 1 (col2): No Distractions
       Perk 2 (col3): Recombination
       Combos covered by this copy: 1

#2765  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Destabilizing Rounds
       Perk 2 (col3): Paracausal Affinity
       Combos covered by this copy: 1

#2766  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Envious Arsenal
       Perk 2 (col3): One-Two Punch
       Combos covered by this copy: 1

#2767  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Envious Assassin
       Perk 2 (col3): Dragonfly
       Combos covered by this copy: 1

#2768  [fallback/1x1]  Posterity
       Perk 1 (col2): Supercharged Magazine
       Perk 2 (col3): Explosive Payload
       Combos covered by this copy: 1

#2769  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Elemental Capacitor
       Perk 2 (col3): Box Breathing
       Combos covered by this copy: 1

#2770  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Pugilist
       Perk 2 (col3): Lone Wolf
       Combos covered by this copy: 1

#2771  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Discord
       Perk 2 (col3): Jolting Feedback
       Combos covered by this copy: 1

#2772  [fallback/1x1]  Heritage
       Perk 1 (col2): Hip-Fire Grip
       Perk 2 (col3): Recombination
       Combos covered by this copy: 1

#2773  [fallback/1x1]  Commemoration
       Perk 1 (col2): Dragonfly
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2774  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Compulsive Reloader
       Perk 2 (col3): Jolting Feedback
       Combos covered by this copy: 1

#2775  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Ancillary Ordinance
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#2776  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Chain Reaction
       Perk 2 (col3): Collective Demolition
       Combos covered by this copy: 1

#2777  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Discord
       Perk 2 (col3): Heating Up
       Combos covered by this copy: 1

#2778  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Attrition Orbs
       Perk 2 (col3): Archer's Gambit
       Combos covered by this copy: 1

#2779  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Dragonfly
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2780  [fallback/1x1]  Zealot's Reward
       Perk 1 (col2): Ambitious Assassin
       Perk 2 (col3): Dimensional Shift
       Combos covered by this copy: 1

#2781  [fallback/1x1]  Tyranny of Heaven
       Perk 1 (col2): Explosive Head
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2782  [fallback/1x1]  Transfiguration
       Perk 1 (col2): Adhesive Ordnance
       Perk 2 (col3): Explosive Payload
       Combos covered by this copy: 1

#2783  [fallback/1x1]  The Enigma
       Perk 1 (col2): Replenishing Aegis
       Perk 2 (col3): Frenzy
       Combos covered by this copy: 1

#2784  [fallback/1x1]  Techeun Force
       Perk 1 (col2): Demolitionist
       Perk 2 (col3): Backup Plan
       Combos covered by this copy: 1

#2785  [fallback/1x1]  Succession
       Perk 1 (col2): Moving Target
       Perk 2 (col3): Recombination
       Combos covered by this copy: 1

#2786  [fallback/1x1]  Reckless Oracle
       Perk 1 (col2): Destabilizing Rounds
       Perk 2 (col3): Collective Action
       Combos covered by this copy: 1

#2787  [fallback/1x1]  Prophet of Doom
       Perk 1 (col2): Envious Arsenal
       Perk 2 (col3): Gear Shift
       Combos covered by this copy: 1

#2788  [fallback/1x1]  Pro Memoria
       Perk 1 (col2): Attrition Orbs
       Perk 2 (col3): Mega Kill Clip
       Combos covered by this copy: 1

#2789  [fallback/1x1]  Posterity
       Perk 1 (col2): Reconstruction
       Perk 2 (col3): Pugilist
       Combos covered by this copy: 1

#2790  [fallback/1x1]  Neoptolemus II
       Perk 1 (col2): Air Trigger
       Perk 2 (col3): Wellspring
       Combos covered by this copy: 1

#2791  [fallback/1x1]  Heritage
       Perk 1 (col2): Envious Arsenal
       Perk 2 (col3): Unrelenting
       Combos covered by this copy: 1

#2792  [fallback/1x1]  Commemoration
       Perk 1 (col2): Dragonfly
       Perk 2 (col3): Killing Tally
       Combos covered by this copy: 1

#2793  [fallback/1x1]  Chattering Bone
       Perk 1 (col2): Ancillary Ordinance
       Perk 2 (col3): Focused Fury
       Combos covered by this copy: 1

#2794  [fallback/1x1]  Apex Predator
       Perk 1 (col2): Chain Reaction
       Perk 2 (col3): Bipod
       Combos covered by this copy: 1

#2795  [fallback/1x1]  Adverse Possession IX
       Perk 1 (col2): Compulsive Reloader
       Perk 2 (col3): Sympathetic Arsenal
       Combos covered by this copy: 1

#2796  [fallback/1x1]  Accrued Redemption
       Perk 1 (col2): Archer's Tempo
       Perk 2 (col3): Rapid Hit
       Combos covered by this copy: 1

#2797  [fallback/1x1]  Trustee
       Perk 1 (col2): Zen Moment
       Perk 2 (col3): Redirection
       Combos covered by this copy: 1

#2798  [fallback/1x1]  The Supremacy
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Vorpal Weapon
       Combos covered by this copy: 1

#2799  [fallback/1x1]  Omniscient Eye
       Perk 1 (col2): Lucky Shot
       Perk 2 (col3): Elemental Honing
       Combos covered by this copy: 1

#2800  [fallback/1x1]  Nation of Beasts
       Perk 1 (col2): Trickle Charge
       Perk 2 (col3): Golden Tricorn Enhanced
       Combos covered by this copy: 1

#2801  [fallback/1x1]  Come to Pass
       Perk 1 (col2): Trickle Charge
       Perk 2 (col3): Golden Tricorn
       Combos covered by this copy: 1

#2802  [fallback/1x1]  Age-Old Bond
       Perk 1 (col2): Dragonfly
