copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
2018,Hollow Denial,fallback,Trace Rifle,Void,0,0,0,1,0,Lead from Gold,Killing Tally,1,1,389,Killing Tally+Lead from Gold,2323544076
2019,Bitter/Sweet,fallback,Grenade Launcher,Arc,0,0,0,0,1,Perpetual Motion,Killing Tally,1,1,323,Killing Tally+Perpetual Motion,2599338625
2020,Fixed Odds,fallback,Machine Gun,Solar,0,0,0,1,0,Quickdraw,Killing Tally,1,1,374,Killing Tally+Quickdraw,2194955522
2021,Hollow Denial,fallback,Trace Rifle,Void,0,0,0,1,0,Rangefinder,Killing Tally,1,1,389,Killing Tally+Rangefinder,2323544076
2022,Bitter/Sweet,fallback,Grenade Launcher,Arc,0,0,0,0,1,Reverberation,Killing Tally,1,1,323,Killing Tally+Reverberation,2599338625
2023,Fixed Odds,fallback,Machine Gun,Solar,0,0,0,1,0,Under Pressure,Killing Tally,1,1,374,Killing Tally+Under Pressure,2194955522
2024,Commemoration,fallback,Machine Gun,Void,0,0,0,1,0,Zen Moment,Killing Tally,1,1,875,Killing Tally+Zen Moment,4230965989
2025,Red Herring,fallback,Rocket Launcher,Void,0,0,0,1,0,Killing Wind,Lasting Impression,1,1,695,Killing Wind+Lasting Impression,3175851496
2026,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Outlaw,Killing Wind,1,1,724,Killing Wind+Outlaw,4248569242
2027,Reckless Oracle,fallback,Auto Rifle,Void,0,0,0,1,0,Killing Wind,Paracausal Affinity,1,1,805,Killing Wind+Paracausal Affinity,1992309064
2028,Succession,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Killing Wind,Recombination,1,1,748,Killing Wind+Recombination,2990047042
2029,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Reconstruction,Killing Wind,1,1,724,Killing Wind+Reconstruction,4248569242
2030,Boondoggle Mk. 55,fallback,Submachine Gun,Kinetic,0,0,0,0,1,To the Pain,Killing Wind,1,1,276,Killing Wind+To the Pain,32287609
2031,The Supremacy,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Lead from Gold,Kinetic Tremors,1,1,785,Kinetic Tremors+Lead from Gold,2884596447
2032,The Showrunner,fallback,Submachine Gun,Kinetic,0,0,0,0,1,Overflow,Kinetic Tremors,1,1,180,Kinetic Tremors+Overflow,1999754402
2033,Empirical Evidence,fallback,Sidearm,Kinetic,0,0,0,1,0,Pulse Monitor,Kinetic Tremors,1,1,742,Kinetic Tremors+Pulse Monitor,2607304614
2034,Battle Scar,fallback,Pulse Rifle,Kinetic,0,0,0,0,1,Shot Swap,Kinetic Tremors,1,1,206,Kinetic Tremors+Shot Swap,2099894368
2035,Sacred Provenance,fallback,Pulse Rifle,Kinetic,0,0,0,1,0,Steady Hands,Kinetic Tremors,1,1,1014,Kinetic Tremors+Steady Hands,2241507890
2036,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,0,1,0,Wellspring,Kinetic Tremors,1,1,546,Kinetic Tremors+Wellspring,3621336854
2037,Faith-Keeper,fallback,Rocket Launcher,Void,0,0,0,1,1,Repulsor Brace,Lasting Impression,1,1,558,Lasting Impression+Repulsor Brace,4195186942
2038,Faith-Keeper,fallback,Rocket Launcher,Void,0,0,0,1,1,Strategist,Lasting Impression,1,1,558,Lasting Impression+Strategist,4195186942
2039,Distant Tumulus,fallback,Sniper Rifle,Solar,0,0,0,0,1,Lead from Gold,Outlaw,1,1,134,Lead from Gold+Outlaw,2807687156
2040,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Lead from Gold,Proximity Power,1,1,599,Lead from Gold+Proximity Power,2595497736
2041,Martyr's Retribution,fallback,Grenade Launcher,Solar,0,0,0,0,1,Pulse Monitor,Lead from Gold,1,1,230,Lead from Gold+Pulse Monitor,3850168899
2042,Hollow Denial,fallback,Trace Rifle,Void,0,0,0,1,0,Lead from Gold,Repulsor Brace,1,1,389,Lead from Gold+Repulsor Brace,2323544076
2043,Prophet of Doom,fallback,Shotgun,Arc,0,0,0,1,0,Light Touch,One-Two Punch,1,1,478,Light Touch+One-Two Punch,2145441168
2044,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,0,1,0,Light Touch,Precision Instrument,1,1,684,Light Touch+Precision Instrument,147444292
2045,Reckless Oracle,fallback,Auto Rifle,Void,0,0,0,1,0,Light Touch,Repulsor Brace,1,1,805,Light Touch+Repulsor Brace,1992309064
2046,Prophet of Doom,fallback,Shotgun,Arc,0,0,0,1,0,Light Touch,Trench Barrel,1,1,478,Light Touch+Trench Barrel,2145441168
2047,Father's Sins,fallback,Sniper Rifle,Void,0,0,0,1,0,Light Touch,Turnabout,1,1,692,Light Touch+Turnabout,3865728990
2048,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,0,1,Pugilist,Lone Wolf,1,1,121,Lone Wolf+Pugilist,2848549302
2049,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,0,1,Slickdraw,Lone Wolf,1,1,121,Lone Wolf+Slickdraw,2848549302
2050,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,0,1,0,Slideways,Lone Wolf,1,1,692,Lone Wolf+Slideways,501329015
2051,Chattering Bone,fallback,Pulse Rifle,Kinetic,0,0,0,1,0,Stopping Power,Lone Wolf,1,1,692,Lone Wolf+Stopping Power,501329015
2052,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,0,1,Strategist,Lone Wolf,1,1,121,Lone Wolf+Strategist,2848549302
2053,Empirical Evidence,fallback,Sidearm,Kinetic,0,0,0,1,0,Lone Wolf,Thresh,1,1,742,Lone Wolf+Thresh,2607304614
2054,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,0,1,0,Tunnel Vision,Lone Wolf,1,1,546,Lone Wolf+Tunnel Vision,3621336854
2055,Father's Sins,fallback,Sniper Rifle,Void,0,0,0,1,0,Lone Wolf,Turnabout,1,1,692,Lone Wolf+Turnabout,3865728990
2056,Empirical Evidence,fallback,Sidearm,Kinetic,0,0,0,1,0,Lone Wolf,Unrelenting,1,1,742,Lone Wolf+Unrelenting,2607304614
2057,Doomed Petitioner,fallback,Linear Fusion Rifle,Void,0,0,0,1,0,Permeability,Loose Change,1,1,585,Loose Change+Permeability,1501688142
2058,Doomed Petitioner,fallback,Linear Fusion Rifle,Void,0,0,0,1,0,Reconstruction,Loose Change,1,1,585,Loose Change+Reconstruction,1501688142
2059,Hollow Words,fallback,Fusion Rifle,Arc,0,0,0,0,1,Loose Change,Successful Warm-Up,1,1,282,Loose Change+Successful Warm-Up,342027677
2060,Doomed Petitioner,fallback,Linear Fusion Rifle,Void,0,0,0,1,0,Threat Detector,Loose Change,1,1,585,Loose Change+Threat Detector,1501688142
2061,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,0,1,0,Lucky Shot,Snapshot Sights,1,1,684,Lucky Shot+Snapshot Sights,147444292
2062,Pro Memoria,fallback,Machine Gun,Strand,0,0,0,1,0,Lucky Shot,Tap the Trigger,1,1,674,Lucky Shot+Tap the Trigger,3605603507
2063,Pro Memoria,fallback,Machine Gun,Strand,0,0,0,1,0,Lucky Shot,Target Lock,1,1,674,Lucky Shot+Target Lock,3605603507
2064,Pro Memoria,fallback,Machine Gun,Strand,0,0,0,1,0,Strategist,Mega Kill Clip,1,1,674,Mega Kill Clip+Strategist,3605603507
2065,Pro Memoria,fallback,Machine Gun,Strand,0,0,0,1,0,Tear,Mega Kill Clip,1,1,674,Mega Kill Clip+Tear,3605603507
2066,Pro Memoria,fallback,Machine Gun,Strand,0,0,0,1,0,To the Pain,Mega Kill Clip,1,1,674,Mega Kill Clip+To the Pain,3605603507
2067,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,0,1,0,Meganeura,One for All,1,1,703,Meganeura+One for All,3388655311
2068,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Perpetual Motion,Meganeura,1,1,953,Meganeura+Perpetual Motion,1392919471
2069,Age-Old Bond,fallback,Auto Rifle,Void,0,0,0,1,0,Meganeura,Rampage,1,1,1058,Meganeura+Rampage,424291879
2070,Tyranny of Heaven,fallback,Combat Bow,Solar,0,0,0,1,0,Meganeura,Swashbuckler,1,1,703,Meganeura+Swashbuckler,3388655311
2071,Age-Old Bond,fallback,Auto Rifle,Void,0,0,0,1,0,Meganeura,Target Lock,1,1,1058,Meganeura+Target Lock,424291879
2072,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Under Pressure,Meganeura,1,1,953,Meganeura+Under Pressure,1392919471
2073,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Zen Moment,Meganeura,1,1,953,Meganeura+Zen Moment,1392919471
2074,Succession,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Moving Target,Recombination,1,1,748,Moving Target+Recombination,2990047042
2075,Arsenic Bite-4b,fallback,Combat Bow,Arc,0,0,0,0,1,Moving Target,Sneak Bow,1,1,117,Moving Target+Sneak Bow,720351795
2076,Pizzicato-22,fallback,Submachine Gun,Kinetic,0,0,0,0,1,Mulligan,Multikill Clip,1,1,311,Mulligan+Multikill Clip,4100775158
2077,Tears of Contrition,fallback,Scout Rifle,Kinetic,0,0,0,1,0,No Distractions,Mulligan,1,1,524,Mulligan+No Distractions,1366394399
2078,Planck's Stride,fallback,Machine Gun,Arc,0,0,0,1,1,Mulligan,One for All,1,1,663,Mulligan+One for All,820890091
2079,The Domino,fallback,Sniper Rifle,Solar,0,0,0,0,1,Overflow,Mulligan,1,1,243,Mulligan+Overflow,2800870005
2080,Tears of Contrition,fallback,Scout Rifle,Kinetic,0,0,0,1,0,Perpetual Motion,Mulligan,1,1,524,Mulligan+Perpetual Motion,1366394399
2081,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,0,1,0,Mulligan,Precision Instrument,1,1,684,Mulligan+Precision Instrument,147444292
2082,The Domino,fallback,Sniper Rifle,Solar,0,0,0,0,1,Pulse Monitor,Mulligan,1,1,243,Mulligan+Pulse Monitor,2800870005
2083,The Domino,fallback,Sniper Rifle,Solar,0,0,0,0,1,Shoot to Loot,Mulligan,1,1,243,Mulligan+Shoot to Loot,2800870005
2084,The Domino,fallback,Sniper Rifle,Solar,0,0,0,0,1,Shot Swap,Mulligan,1,1,243,Mulligan+Shot Swap,2800870005
2085,The Domino,fallback,Sniper Rifle,Solar,0,0,0,0,1,Slideways,Mulligan,1,1,243,Mulligan+Slideways,2800870005
2086,Omniscient Eye,fallback,Sniper Rifle,Solar,0,0,0,1,0,Mulligan,Snapshot Sights,1,1,684,Mulligan+Snapshot Sights,147444292
2087,The Domino,fallback,Sniper Rifle,Solar,0,0,0,0,1,Subsistence,Mulligan,1,1,243,Mulligan+Subsistence,2800870005
2088,Planck's Stride,fallback,Machine Gun,Arc,0,0,0,1,1,Mulligan,Tap the Trigger,1,1,663,Mulligan+Tap the Trigger,820890091
2089,Planck's Stride,fallback,Machine Gun,Arc,0,0,0,1,1,Mulligan,Thresh,1,1,663,Mulligan+Thresh,820890091
2090,Tears of Contrition,fallback,Scout Rifle,Kinetic,0,0,0,1,0,Triple Tap,Mulligan,1,1,524,Mulligan+Triple Tap,1366394399
2091,Annual Skate,fallback,Hand Cannon,Solar,0,0,0,0,1,Triple Tap,Multikill Clip,1,1,328,Multikill Clip+Triple Tap,6857689
2092,Combined Action,fallback,Hand Cannon,Arc,0,0,0,0,1,No Distractions,Offhand Strike,1,1,176,No Distractions+Offhand Strike,1331824604
2093,Brya's Love,fallback,Scout Rifle,Void,0,0,0,1,0,No Distractions,Pugilist,1,1,743,No Distractions+Pugilist,2779821308
2094,Fixed Odds,fallback,Machine Gun,Solar,0,0,0,1,0,No Distractions,Rangefinder,1,1,374,No Distractions+Rangefinder,2194955522
2095,Succession,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,No Distractions,Recombination,1,1,748,No Distractions+Recombination,2990047042
2096,Commemoration,fallback,Machine Gun,Void,0,0,0,1,0,No Distractions,Repulsor Brace,1,1,875,No Distractions+Repulsor Brace,4230965989
2097,Royal Chase,fallback,Scout Rifle,Void,0,0,0,0,1,No Distractions,Threat Detector,1,1,166,No Distractions+Threat Detector,2776503072
2098,Commemoration,fallback,Machine Gun,Void,0,0,0,1,0,No Distractions,Under Pressure,1,1,875,No Distractions+Under Pressure,4230965989
2099,Combined Action,fallback,Hand Cannon,Arc,0,0,0,0,1,No Distractions,Voltshot,1,1,176,No Distractions+Voltshot,1331824604
2100,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Outlaw,Offhand Strike,1,1,724,Offhand Strike+Outlaw,4248569242
2101,Optative,fallback,Hand Cannon,Void,0,0,0,1,0,Permeability,Offhand Strike,1,1,621,Offhand Strike+Permeability,2817683783
2102,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Redirection,Offhand Strike,1,1,724,Offhand Strike+Redirection,4248569242
2103,Controlling Vision,fallback,Sidearm,Kinetic,0,0,0,0,1,Slickdraw,Offhand Strike,1,1,118,Offhand Strike+Slickdraw,423343404
2104,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Slideshot,Offhand Strike,1,1,724,Offhand Strike+Slideshot,4248569242
2105,Controlling Vision,fallback,Sidearm,Kinetic,0,0,0,0,1,Surplus,Offhand Strike,1,1,118,Offhand Strike+Surplus,423343404
2106,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Trickle Charge,Offhand Strike,1,1,789,Offhand Strike+Trickle Charge,70083888
2107,Legato-11,fallback,Shotgun,Solar,0,0,0,0,1,Triple Tap,Offhand Strike,1,1,375,Offhand Strike+Triple Tap,3753063346
2108,Reckless Oracle,fallback,Auto Rifle,Void,0,0,0,1,0,Tap the Trigger,One for All,1,1,805,One for All+Tap the Trigger,1992309064
2109,Prophet of Doom,fallback,Shotgun,Arc,0,0,0,1,0,Reconstruction,One-Two Punch,1,1,478,One-Two Punch+Reconstruction,2145441168
2110,Hand in Hand,fallback,Shotgun,Arc,0,0,0,0,1,Shot Swap,One-Two Punch,1,1,190,One-Two Punch+Shot Swap,664109750
2111,Without Remorse,fallback,Shotgun,Solar,0,0,0,1,0,Stats for All,One-Two Punch,1,1,501,One-Two Punch+Stats for All,1478986057
2112,IKELOS_SG_v1.0.3,fallback,Shotgun,Solar,0,0,0,1,0,Turnabout,One-Two Punch,1,1,714,One-Two Punch+Turnabout,1168625549
2113,Ros Arago IV,fallback,Auto Rifle,Void,0,0,0,0,1,Permeability,Onslaught,1,1,226,Onslaught+Permeability,3583275737
2114,Ros Arago IV,fallback,Auto Rifle,Void,0,0,0,0,1,Repulsor Brace,Onslaught,1,1,226,Onslaught+Repulsor Brace,3583275737
2115,Ros Arago IV,fallback,Auto Rifle,Void,0,0,0,0,1,Slickdraw,Onslaught,1,1,226,Onslaught+Slickdraw,3583275737
2116,Marcato-45,fallback,Machine Gun,Strand,0,0,0,0,1,Steady Hands,Onslaught,1,1,272,Onslaught+Steady Hands,4233375372
2117,Marcato-45,fallback,Machine Gun,Strand,0,0,0,0,1,Triple Tap,Onslaught,1,1,272,Onslaught+Triple Tap,4233375372
2118,Nation of Beasts,fallback,Hand Cannon,Arc,0,0,0,1,0,Opening Shot,Rolling Storm,1,1,789,Opening Shot+Rolling Storm,70083888
2119,Battle Scar,fallback,Pulse Rifle,Kinetic,0,0,0,0,1,Perfect Float,Osmosis,1,1,206,Osmosis+Perfect Float,2099894368
2120,Succession,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Reconstruction,Osmosis,1,1,748,Osmosis+Reconstruction,2990047042
2121,Dire Promise,fallback,Hand Cannon,Kinetic,0,0,0,0,1,Snapshot Sights,Osmosis,1,1,146,Osmosis+Snapshot Sights,2742838701
2122,Boudica-C,fallback,Sidearm,Kinetic,0,0,0,0,1,Stats for All,Osmosis,1,1,508,Osmosis+Stats for All,1916287826
2123,Succession,fallback,Sniper Rifle,Kinetic,0,0,0,1,0,Stopping Power,Osmosis,1,1,748,Osmosis+Stopping Power,2990047042
2124,Lodbrok-C,fallback,Auto Rifle,Kinetic,0,0,0,0,1,Osmosis,Tap the Trigger,1,1,355,Osmosis+Tap the Trigger,2328531378
2125,Lodbrok-C,fallback,Auto Rifle,Kinetic,0,0,0,0,1,Osmosis,Wellspring,1,1,355,Osmosis+Wellspring,2328531378
2126,Psi Hermetic V,fallback,Pulse Rifle,Stasis,0,0,0,0,1,Outlaw,Perpetual Motion,1,1,365,Outlaw+Perpetual Motion,358788212
2127,Distant Tumulus,fallback,Sniper Rifle,Solar,0,0,0,0,1,Pulse Monitor,Outlaw,1,1,134,Outlaw+Pulse Monitor,2807687156
2128,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Outlaw,Recombination,1,1,724,Outlaw+Recombination,4248569242
2129,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Outlaw,Redirection,1,1,953,Outlaw+Redirection,1392919471
2130,Pleiades Corrector,fallback,Scout Rifle,Solar,0,0,0,0,1,Outlaw,Shield Disorient,1,1,341,Outlaw+Shield Disorient,3556999246
2131,Dire Promise,fallback,Hand Cannon,Kinetic,0,0,0,0,1,Overflow,Rangefinder,1,1,146,Overflow+Rangefinder,2742838701
2132,IKELOS_SR_v1.0.3,fallback,Sniper Rifle,Solar,0,0,0,1,0,Overflow,Slickdraw,1,1,512,Overflow+Slickdraw,2302346155
2133,Adverse Possession IX,fallback,Scout Rifle,Arc,0,0,0,0,1,Overflow,Sympathetic Arsenal,1,1,156,Overflow+Sympathetic Arsenal,1890332078
2134,Gallu RR3,fallback,Sniper Rifle,Arc,0,0,0,0,1,Overflow,Turnabout,1,1,318,Overflow+Turnabout,617501162
2135,Dire Promise,fallback,Hand Cannon,Kinetic,0,0,0,0,1,Overflow,Under Pressure,1,1,146,Overflow+Under Pressure,2742838701
2136,Reckless Oracle,fallback,Auto Rifle,Void,0,0,0,1,0,Strategist,Paracausal Affinity,1,1,805,Paracausal Affinity+Strategist,1992309064
2137,Reckless Oracle,fallback,Auto Rifle,Void,0,0,0,1,0,Subsistence,Paracausal Affinity,1,1,805,Paracausal Affinity+Subsistence,1992309064
2138,Reckless Oracle,fallback,Auto Rifle,Void,0,0,0,1,0,Tap the Trigger,Paracausal Affinity,1,1,805,Paracausal Affinity+Tap the Trigger,1992309064
2139,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Perfect Float,Redirection,1,1,1006,Perfect Float+Redirection,3281285075
2140,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,0,1,Slickdraw,Perfect Float,1,1,121,Perfect Float+Slickdraw,2848549302
2141,Jararaca-3sr,fallback,Scout Rifle,Stasis,0,0,0,0,1,Perfect Float,Snapshot Sights,1,1,362,Perfect Float+Snapshot Sights,1851521408
2142,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,0,1,Strategist,Perfect Float,1,1,121,Perfect Float+Strategist,2848549302
2143,Combined Action,fallback,Hand Cannon,Arc,0,0,0,0,1,Perfect Float,Timed Payload,1,1,176,Perfect Float+Timed Payload,1331824604
2144,Persuader,fallback,Sniper Rifle,Void,0,0,0,0,1,Perfect Float,Triple Tap,1,1,320,Perfect Float+Triple Tap,781498181
2145,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Perfect Float,Unrelenting,1,1,1006,Perfect Float+Unrelenting,3281285075
2146,Crux Termination IV,fallback,Rocket Launcher,Arc,0,0,0,0,1,Permeability,Quickdraw,1,1,130,Permeability+Quickdraw,1719687748
2147,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,0,1,Permeability,Reverberation,1,1,229,Permeability+Reverberation,2761869150
2148,Subjunctive,fallback,Submachine Gun,Arc,0,0,0,1,0,Shoot to Loot,Permeability,1,1,765,Permeability+Shoot to Loot,1447836603
2149,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,0,1,Permeability,Strategist,1,1,229,Permeability+Strategist,2761869150
2150,Subjunctive,fallback,Submachine Gun,Arc,0,0,0,1,0,Threat Detector,Permeability,1,1,765,Permeability+Threat Detector,1447836603
2151,Crux Termination IV,fallback,Rocket Launcher,Arc,0,0,0,0,1,Permeability,Tracking Module,1,1,130,Permeability+Tracking Module,1719687748
2152,Subjunctive,fallback,Submachine Gun,Arc,0,0,0,1,0,Under Pressure,Permeability,1,1,765,Permeability+Under Pressure,1447836603
2153,Ignition Code,fallback,Grenade Launcher,Kinetic,0,0,0,0,1,Permeability,Vorpal Weapon,1,1,229,Permeability+Vorpal Weapon,2761869150
2154,Optative,fallback,Hand Cannon,Void,0,0,0,1,0,Permeability,Wellspring,1,1,621,Permeability+Wellspring,2817683783
2155,Optative,fallback,Hand Cannon,Void,0,0,0,1,0,Permeability,Zen Moment,1,1,621,Permeability+Zen Moment,2817683783
2156,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Perpetual Motion,Redirection,1,1,953,Perpetual Motion+Redirection,1392919471
2157,Pizzicato-22,fallback,Submachine Gun,Kinetic,0,0,0,0,1,Perpetual Motion,Threat Detector,1,1,311,Perpetual Motion+Threat Detector,4100775158
2158,Ancient Gospel,fallback,Hand Cannon,Void,0,0,0,1,0,Rampage,Precision Instrument,1,1,818,Precision Instrument+Rampage,963574173
2159,Sovereignty,fallback,Sniper Rifle,Void,0,0,0,0,1,Steady Hands,Precision Instrument,1,1,335,Precision Instrument+Steady Hands,3818198556
2160,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,0,1,0,Wellspring,Precision Instrument,1,1,546,Precision Instrument+Wellspring,3621336854
2161,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Replenishing Aegis,Proximity Power,1,1,599,Proximity Power+Replenishing Aegis,2595497736
2162,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Subsistence,Proximity Power,1,1,599,Proximity Power+Subsistence,2595497736
2163,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Threat Detector,Proximity Power,1,1,599,Proximity Power+Threat Detector,2595497736
2164,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Tilting at Windmills,Proximity Power,1,1,599,Proximity Power+Tilting at Windmills,2595497736
2165,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Pugilist,Recombination,1,1,724,Pugilist+Recombination,4248569242
2166,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Reconstruction,Pugilist,1,1,1006,Pugilist+Reconstruction,3281285075
2167,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,0,1,Pugilist,Sneak Bow,1,1,121,Pugilist+Sneak Bow,2848549302
2168,Throne-Cleaver,fallback,Sword,Solar,0,0,0,1,0,Tireless Blade,Pugilist,1,1,389,Pugilist+Tireless Blade,3371413059
2169,Posterity,fallback,Hand Cannon,Arc,0,0,0,1,0,Trickle Charge,Pugilist,1,1,1006,Pugilist+Trickle Charge,3281285075
2170,The Eremite,fallback,Fusion Rifle,Solar,0,0,0,1,1,Pulse Monitor,Reservoir Burst,1,1,433,Pulse Monitor+Reservoir Burst,3347946548
2171,Berenger's Memory,fallback,Grenade Launcher,Void,0,0,0,0,1,Pulse Monitor,Shield Disorient,1,1,287,Pulse Monitor+Shield Disorient,407621213
2172,Deafening Whisper,fallback,Grenade Launcher,Void,0,0,0,0,1,Pulse Monitor,Threat Detector,1,1,368,Pulse Monitor+Threat Detector,981718087
2173,The Epicurean,fallback,Fusion Rifle,Void,0,0,0,1,0,Quickdraw,Repulsor Brace,1,1,352,Quickdraw+Repulsor Brace,2263839058
2174,Berenger's Memory,fallback,Grenade Launcher,Void,0,0,0,0,1,Quickdraw,Shield Disorient,1,1,287,Quickdraw+Shield Disorient,407621213
2175,Royal Chase,fallback,Scout Rifle,Void,0,0,0,0,1,Slideways,Quickdraw,1,1,166,Quickdraw+Slideways,2776503072
2176,Arsenic Bite-4b,fallback,Combat Bow,Arc,0,0,0,0,1,Quickdraw,Sneak Bow,1,1,117,Quickdraw+Sneak Bow,720351795
2177,Thoughtless,fallback,Sniper Rifle,Stasis,0,0,0,1,0,Steady Hands,Quickdraw,1,1,422,Quickdraw+Steady Hands,4067556514
2178,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Replenishing Aegis,Rampage,1,1,599,Rampage+Replenishing Aegis,2595497736
2179,Ancient Gospel,fallback,Hand Cannon,Void,0,0,0,1,0,Rampage,Swashbuckler,1,1,818,Rampage+Swashbuckler,963574173
2180,The Enigma,fallback,Glaive,Void,0,0,0,1,0,Tilting at Windmills,Rampage,1,1,599,Rampage+Tilting at Windmills,2595497736
2181,Techeun Force,fallback,Fusion Rifle,Arc,0,0,0,1,0,Reconstruction,Rangefinder,1,1,675,Rangefinder+Reconstruction,3591141932
2182,Techeun Force,fallback,Fusion Rifle,Arc,0,0,0,1,0,Rewind Rounds,Rangefinder,1,1,675,Rangefinder+Rewind Rounds,3591141932
2183,Techeun Force,fallback,Fusion Rifle,Arc,0,0,0,1,0,Slideways,Rangefinder,1,1,675,Rangefinder+Slideways,3591141932
2184,Neoptolemus II,fallback,Combat Bow,Kinetic,0,0,0,0,1,Rangefinder,Sneak Bow,1,1,121,Rangefinder+Sneak Bow,2848549302
2185,Hoosegow,fallback,Rocket Launcher,Arc,0,0,0,0,1,Tracking Module,Rangefinder,1,1,262,Rangefinder+Tracking Module,3669616453
2186,Trustee,fallback,Scout Rifle,Solar,0,0,0,1,0,Rapid Hit,Sympathetic Arsenal,1,1,953,Rapid Hit+Sympathetic Arsenal,1392919471
2187,Cantata-57,fallback,Hand Cannon,Arc,0,0,0,0,1,Rapid Hit,Timed Payload,1,1,344,Rapid Hit+Timed Payload,372697604
2188,Accrued Redemption,fallback,Combat Bow,Kinetic,0,0,0,1,0,Tunnel Vision,Rapid Hit,1,1,546,Rapid Hit+Tunnel Vision,3621336854
2189,Apex Predator,fallback,Rocket Launcher,Solar,0,0,0,1,0,Threat Detector,Reaper's Tithe,1,1,690,Reaper's Tithe+Threat Detector,1851777734
2190,Heritage,fallback,Shotgun,Kinetic,0,0,0,1,0,Redirection,Recombination,1,1,724,Recombination+Redirection,4248569242
